Instance, E-n101-k14
capacity, 112
min_trucks, 14
output_file, output_farley/E-n101-k14-SPPRC.log
Start date, 2022-07-07
Start time, 12-58-51
capacity, 112
num_vehicles, 14
abort_early, False
methods, ['SPPRC']
max_vars, 100
time_limit, 43200
farley, True
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
180, 1067.0, 310, 1, 20000.0, 319.8
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -4127.5, 0, 2625
Farley, 0.2, 6060.6, 5100.7, 954.7, 0, 1066.5, 238.5592, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -5304.7667, 0, 2595
Farley, 0.1, 1846.1, 1577.9, 266.0, 0, 1066.5, 195.2699, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -3105.5, 0, 2057
Farley, 0.1, 1277.4, 1079.3, 196.3, 0, 1066.5, 297.7155, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -5127.6, 0, 1869
Farley, 0.2, 6289.5, 5279.3, 1005.4, 0, 1066.5, 264.7862, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -4278.1667, 0, 1656
Farley, 0.0, 598.9, 497.3, 100.4, 0, 1066.5, 264.7862, 0, Not Applicable
SPPRC, 0.0, 0.1, 0.0, 0.0, 1, 1066.5, -4564.4182, 0, 3099
Farley, 0.1, 995.0, 833.5, 159.8, 0, 1066.5, 263.4443, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -8394.6765, 0, 1488
Farley, 0.1, 713.7, 594.1, 118.3, 0, 1066.5, 200.4719, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -2384.7, 0, 2320
Farley, 0.1, 2136.4, 1736.9, 396.9, 0, 1066.5, 297.7155, 0, Not Applicable
SPPRC, 0.1, 0.1, 0.0, 0.0, 1, 1066.5, -16293.5, 0, 3532
Farley, 0.1, 100.0, 80.2, 19.1, 0, 1066.5, 303.4936, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -4581.1, 0, 2052
Farley, 0.1, 190.6, 151.9, 38.0, 0, 1066.5, 297.7155, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -1787.8667, 0, 1952
Farley, 0.1, 1338.7, 1108.4, 228.5, 0, 1066.5, 362.7551, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -1859.5, 0, 2487
Farley, 0.1, 901.0, 755.1, 144.4, 0, 1066.5, 281.9791, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -1233.6975, 0, 2128
Farley, 0.1, 595.4, 493.8, 100.4, 0, 1066.5, 362.2184, 0, Not Applicable
SPPRC, 0.1, 0.1, 0.1, 0.0, 1, 1066.5, -3602.6701, 0, 4333
Farley, 0.2, 8375.6, 7271.6, 1097.6, 0, 1066.5, 225.3743, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -2584.2619, 0, 2711
Farley, 0.1, 2507.4, 2161.2, 343.1, 0, 1066.5, 287.5532, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -1448.6697, 0, 2208
Farley, 0.2, 4706.3, 4029.2, 672.7, 0, 1066.5, 414.9609, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -1185.8133, 0, 2307
Farley, 0.2, 6472.8, 5592.5, 874.7, 0, 1066.5, 414.9856, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -2278.9238, 0, 2309
Farley, 0.1, 2480.8, 2134.9, 343.0, 0, 1066.5, 345.3453, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -557.0639, 0, 1534
Farley, 0.2, 8263.0, 7326.5, 929.7, 0, 1066.5, 386.819, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -472.1115, 0, 1906
Farley, 0.2, 9809.6, 8486.0, 1316.7, 0, 1066.5, 510.2498, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -692.9199, 0, 1812
Farley, 0.3, 21245.5, 18509.8, 2723.9, 0, 1066.5, 524.7812, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 1066.5, -18.5, 0, 1793
